Argentina Mobile;54991;;
Argentina Mobile;54992;;
Argentina Rosario;54341;;
Armenia;374;;
Armenia;3741;;
Armenia Karabakh;3744;;
Armenia Karabakh;37447;;
Armenia Mobile;3747;;
Armenia Mobile;3749;;
Armenia Mobile;37455;;
Armenia Mobile Vivacell;37477;;
Armenia Mobile Vivacell;37493;;
Armenia Mobile Vivacell;37494;;
Armenia Mobile Vivacell;37498;;
Armenia Yerevan;37410;;
Aruba;297;;
Aruba Mobile;2977;;
Aruba Mobile;2979;;
Aruba Mobile;29756;;
Aruba Mobile;29759;;
Ascension Island;247;;
Ascension Island;2477;;
Australia;61;;
Australia;612;;
Australia;6171;;
Australia Adelaide;61881;;
Australia Adelaide;61882;;
Australia Adelaide;61883;;
Australia Adelaide;61884;;
Australia Canberra;61261;;
Australia Canberra;61262;;
Australia Christmas island;6189164;;
Australia Christmas island;61891006;;
Australia Christmas island;61891007;;
Australia Christmas island;61891008;;
Australia Cocos Island;6189162;;
Australia Cocos Island;61891010;;
Australia Cocos Island;61891011;;
Australia Cocos Island;61891012;;
Australia Melbourne;6138;;
Australia Melbourne;6139;;
Australia Mobile;614;;
Australia Mobile;615;;
Australia Mobile;6114;;
Australia Mobile;6115;;
Australia Mobile;6116;;
Australia Mobile;6117;;
Australia Mobile;6118;;
Australia Mobile;6119;;
Australia Mobile;6140;;
Australia Mobile;6141;;
Australia Mobile;6142;;
Australia Mobile Hutchinson;61433;;
Australia Mobile Hutchinson;614251;;
Australia Mobile Hutchinson;614252;;
Australia Mobile Hutchinson;614253;;
Australia Mobile Hutchinson;614256;;
Australia Mobile Hutchinson;614257;;
Australia Mobile Hutchinson;614258;;
Australia Mobile Hutchinson;614300;;
Australia Mobile Hutchinson;614301;;
Australia Mobile Hutchinson;614302;;
Australia Mobile Hutchinson;614303;;
Australia Mobile Hutchinson;614304;;
Australia Mobile Hutchinson;614305;;
Australia Mobile Optus;61401;;
Australia Mobile Optus;61402;;
Australia Mobile Optus;61403;;
Australia Mobile Optus;61411;;
Australia Mobile Optus;61412;;
Australia Mobile Optus;61413;;
Australia Mobile Optus;61421;;
Australia Mobile Optus;61422;;
Australia Mobile Optus;61423;;
Australia Mobile Optus;61431;;
Australia Mobile Optus;61432;;
Australia Mobile Optus;61434;;
Australia Mobile Optus;61435;;
Australia Mobile Optus;614350;;
Australia Mobile Optus;614351;;
Australia Mobile Optus;614352;;
Australia Mobile Optus;614660;;
Australia Mobile Optus;614661;;
Australia Mobile Optus;614662;;
Australia Mobile Optus;614663;;
Australia Mobile Optus;614664;;
Australia Mobile Optus;614665;;
Australia Mobile Optus;614666;;
Australia Mobile Telestra;61400;;
Australia Mobile Telestra;61407;;
Australia Mobile Telestra;61408;;
Australia Mobile Telestra;61409;;
Australia Mobile Telestra;61417;;
Australia Mobile Telestra;61418;;
Australia Mobile Telestra;61419;;
Australia Mobile Telestra;61427;;
Australia Mobile Telestra;61428;;
Australia Mobile Telestra;61429;;
Australia Mobile Telestra;61437;;
Australia Mobile Telestra;61438;;
Australia Mobile Telestra;61439;;
Australia Mobile Telestra;61447;;
Australia Mobile Telestra;61448;;
Australia Mobile Telestra;61458;;
Australia Mobile Telestra;61459;;
Australia Mobile Telestra;614880;;
Australia Mobile Telestra;614881;;
Australia Mobile Telestra;614882;;
Australia Mobile Telestra;614883;;
Australia Mobile Telestra;614884;;
Australia Mobile Telestra;614885;;
Australia Mobile Telestra;614886;;
Australia Mobile Telestra;614887;;
Australia Mobile Telestra;614889;;
Australia Mobile Vodafone;61404;;
Australia Mobile Vodafone;61405;;
Australia Mobile Vodafone;61406;;
Australia Mobile Vodafone;61410;;
Australia Mobile Vodafone;61414;;
Australia Mobile Vodafone;61415;;
Australia Mobile Vodafone;61416;;
Australia Mobile Vodafone;61420;;
Australia Mobile Vodafone;61424;;
Australia Mobile Vodafone;61449;;
Australia Mobile Vodafone;61450;;
Australia Mobile Vodafone;61451;;
Australia Mobile Vodafone;614202;;
Australia Mobile Vodafone;614203;;
Australia Mobile Vodafone;614204;;
Australia Mobile Vodafone;614205;;
Australia Mobile Vodafone;614206;;
Australia Mobile Vodafone;614207;;
Australia Mobile Vodafone;614208;;
Australia Mobile Vodafone;614209;;
Australia Perth;6186;;
Australia Perth;61892;;
Australia Perth;61893;;
Australia Perth;61894;;
Australia Special Services;6113;;
Australia Sydney;6128;;
Australia Sydney;6129;;
Austria;43;;
Austria;436;;
Austria;43665;;
Austria;43667;;
Austria;43668;;
Austria;43686;;
Austria Mobile;4368;;
Austria Mobile;43666;;
Austria Mobile;43669;;
Austria Mobile;43677;;
Austria Mobile;43678;;
Austria Mobile;43711;;
Austria Mobile;43720;;
Austria Mobile;43730;;
Austria Mobile;43740;;
Austria Mobile;43780;;
Austria Mobile;43810;;
Austria Mobile;43820;;
Austria Mobile;4368110;;
Austria Mobile;4368111;;
Austria Mobile;4368181;;
Austria Mobile;4368182;;
Austria Mobile 3G;43680;;
Austria Mobile Connect One;43681;;
Austria Mobile Connect One;43699;;
Austria Mobile Hutchinson 3G;43660;;
Austria Mobile Max TMobile;43676;;
Austria Mobile Mobilkom;43644;;
Austria Mobile Mobilkom;43663;;
Austria Mobile Mobilkom;43664;;
Austria Mobile Tele2;43688;;
Austria Mobile Tele2;4369988;;
Austria Mobile Tele2;4369989;;
Austria Mobile Telering;43650;;
Austria Vienna;431;;
Azerbaijan;994;;
Azerbaijan Baku;99412;;
Azerbaijan Mobile;99440;;
Azerbaijan Mobile;99444;;
Azerbaijan Mobile;99450;;
Azerbaijan Mobile;99451;;
Azerbaijan Mobile;99460;;
Azerbaijan Mobile;99470;;
Azerbaijan Mobile;99477;;
Azerbaijan Mobile Bakcell;99455;;
Bahamas;1242;;
Bahamas Mobile;1242357;;
Bahamas Mobile;1242359;;
Bahamas Mobile;1242427;;
Bahamas Mobile;1242457;;
Bahamas Mobile;1242477;;
Bahamas Mobile;1242557;;
Bahrain;973;;
Bahrain;9739;;
Bahrain;97366;;
Bahrain;97396;;
Bahrain;973136;;
Bahrain Mobile;9733;;
Bahrain Mobile Batelco;97339;;
Bahrain Mobile Batelco;973383;;
Bahrain Mobile Batelco;973384;;
Bahrain Mobile Batelco;973388;;
Bahrain Mobile Mena;97377;;
Bahrain Mobile VIVA;97333;;
Bahrain Mobile VIVA;973340;;
Bahrain Mobile VIVA;973341;;
Bahrain Mobile VIVA;973343;;
Bahrain Mobile VIVA;973344;;
Bahrain Mobile VIVA;973345;;
Bahrain Mobile Zain;97336;;
Bahrain Mobile Zain;973377;;
Bangladesh;880;;
Bangladesh Chittagong;88031;;
Bangladesh Dhaka;8802;;
Bangladesh Mobile;8801;;
Bangladesh Mobile Aktel;88018;;
Bangladesh Mobile Banglalink;88019;;
Bangladesh Mobile Grameen;88017;;
Bangladesh Sylhet;880821;;
Barbados;1246;;
Barbados Mobile;124623;;
Barbados Mobile;124624;;
Barbados Mobile;124625;;
Barbados Mobile;124626;;
Barbados Mobile;124645;;
Barbados Mobile;124652;;
Barbados Mobile;124682;;
Barbados Mobile;124683;;
Barbados Mobile;1246230;;
Barbados Mobile;1246231;;
Barbados Mobile;1246232;;
Barbados Mobile;1246233;;
Barbados Mobile;1246234;;
Barbados Mobile;1246240;;
Barbados Mobile;1246241;;
Barbados Mobile;1246446;;
Barbados Mobile;1246447;;
Barbados Mobile;1246448;;
Barbados Mobile;1246449;;
Barbados Mobile;1246530;;
Barbados Mobile;1246531;;
Barbados Mobile;1246532;;
Barbados Mobile;1246533;;
Barbados Mobile;1246534;;
Belarus;375;;
Belarus;375239886;;
Belarus Minsk;37517;;
Belarus Mobile;37525;;
Belarus Mobile;37529;;
Belarus Mobile;375256221;;
Belarus Mobile;375256222;;
Belarus Mobile MDC;37544;;
Belarus Mobile MDC;375291;;
Belarus Mobile MDC;375293;;
Belarus Mobile MDC;375296;;
Belarus Mobile MDC;375299;;
Belarus Mobile MTS;37533;;
Belarus Mobile MTS;375292;;
Belarus Mobile MTS;375295;;
Belarus Mobile MTS;375297;;
Belarus Mobile MTS;375298;;
Belgium;32;;
Belgium;3217;;
Belgium;3218;;
Belgium;3244;;
Belgium;3272;;
Belgium;3273;;
Belgium;3275;;
Belgium;3288;;
Belgium;3295;;
Belgium;32446;;
Belgium;32846;;
Belgium Antwerp;323;;
Belgium Brussels;322;;
Belgium Gent;329;;
Belgium Gent;3298;;
Belgium Mobile Mobistar;3249;;
Belgium Mobile Orange;3248;;
Belgium Mobile Orange;32485;;
Belgium Mobile Proximus;3247;;
Belgium Mobile Proximus;32460;;
Belgium Mobile Proximus;32400047;;
Belgium Mobile Proximus;324000460;;
Belgium Mobile Telenet;324681;;
Belgium Mobile Telenet;324682;;
Belgium Mobile Telenet;324683;;
Belgium Mobile Telenet;324001468;;
Belgium Mobile Tismi;32463;;
Belgium Special Services;3245;;
Belgium Special Services;3270;;
Belgium Special Services;3277;;
Belgium Special Services;3278;;
Belgium Special Services;3279;;
Belgium Special Services;3290;;
Belgium Special Services;32800;;
Belgium Special Services;32900;;
Belize;501;;
Belize;50114;;
Belize;50115;;
Belize;50116;;
Belize;50121;;
Belize;50131;;
Belize;50141;;
Belize;50151;;
Belize;50171;;
Belize;50181;;
Belize;50191;;
Belize Mobile;5016;;
Belize Mobile;50160;;
Belize Mobile;50161;;
Benin;229;;
Benin;22929;;
Benin;22939;;
Benin;22949;;
Benin;22959;;
Benin Mobile;2290;;
Benin Mobile;2299;;
Benin Mobile;22989;;
Benin Mobile BBCom;22993;;
Benin Mobile MTN;22966;;
Benin Mobile MTN;22996;;
Benin Mobile MTN;22997;;
Benin Mobile Telecel;22994;;
Benin Mobile Telecel;22995;;
Bermuda;1441;;
Bhutan;975;;
Bhutan Mobile;97517;;
Bhutan Mobile;97593;;
Bhutan Mobile;97594;;
Bhutan Mobile;97595;;
Bhutan Mobile;97596;;
Bhutan Mobile;97597;;
Bhutan Mobile;97598;;
Bhutan Mobile;97599;;
Bolivia;591;;
Bolivia;5911;;
Bolivia;5912;;
Bolivia Chochabamba;59144;;
Bolivia Chochabamba Rural;5914413;;
Bolivia Chochabamba Rural;5914434;;
Bolivia Chochabamba Rural;5914438;;
Bolivia Chochabamba Rural;5914457;;
Bolivia Chochabamba Rural;5914477;;
Bolivia Chochabamba Rural;5914478;;
Bolivia Chochabamba Rural;5914491;;
Bolivia Chochabamba Rural;5914492;;
Bolivia Chochabamba Rural;5914493;;
Bolivia Chochabamba Rural;5914497;;
Bolivia Chochabamba Rural;5914498;;
Bolivia Chochabamba Rural;5914499;;
Bolivia Chochabamba Rural;59144627;;
Bolivia Chochabamba Rural;59144628;;
Bolivia Chochabamba Rural;59144629;;
Bolivia Chochabamba Rural;59144645;;
Bolivia Chochabamba Rural;59144646;;
Bolivia Chochabamba Rural;59144902;;
Bolivia Chochabamba Rural;59144903;;
Bolivia Chochabamba Rural;59144904;;
Bolivia Chochabamba Rural;59144905;;
Bolivia Chochabamba Rural;59144906;;
Bolivia Chochabamba Rural;59144907;;
Bolivia Chochabamba Rural;59144908;;
Bolivia Chochabamba Rural;59144909;;
Bolivia Chochabamba Rural;59144940;;
Bolivia Chochabamba Rural;59144960;;
Bolivia La Paz;59122;;
Bolivia Mobile;5916;;
Bolivia Mobile;5917;;
Bolivia Mobile Entel;59167;;
Bolivia Mobile Entel;59171;;
Bolivia Mobile Entel;59172;;
Bolivia Mobile Entel;59173;;
Bolivia Mobile Entel;59174;;
Bolivia Mobile Nuevatel;59160;;
Bolivia Mobile Nuevatel;59170;;
Bolivia Mobile Nuevatel;59179;;
Bolivia Mobile Telecel;59175;;
Bolivia Mobile Telecel;59176;;
Bolivia Mobile Telecel;59177;;
Bolivia Mobile Telecel;59178;;
Bolivia Rural;591468;;
Bolivia Rural;5912513;;
Bolivia Rural;5913465;;
Bolivia Rural;5914672;;
Bolivia Rural;59125572;;
Bolivia Rural;59125965;;
Bolivia Rural;59125972;;
Bolivia Rural;59125973;;
Bolivia Rural;59125974;;
Bolivia Rural;59125975;;
Bolivia Rural;59126135;;
Bolivia Rural;59126136;;
Bolivia Rural;59126137;;
Bolivia Rural;59126138;;
Bolivia Rural;59126139;;
Bolivia Rural;59126932;;
Bolivia Rural;59126942;;
Bolivia Rural;59126943;;
Bolivia Rural;59126949;;
Bolivia Rural;59128232;;
Bolivia Rural;59128243;;
Bolivia Rural;59128392;;
Bolivia Rural;59128622;;
Bolivia Rural;59134822;;
Bolivia Rural;59134828;;
Bolivia Rural;59134842;;
Bolivia Rural;59136477;;
Bolivia Rural;59138252;;
Bolivia Rural;59138259;;
Bolivia Rural;59138522;;
Bolivia Rural;59138523;;
Bolivia Rural;59138524;;
Bolivia Rural;59138553;;
Bolivia Rural;59138554;;
Bolivia Rural;59138862;;
Bolivia Rural;59138863;;
Bolivia Rural;59138868;;
Bolivia Rural;59139522;;
Bolivia Rural;59139523;;
Bolivia Rural;59139524;;
Bolivia Rural;59139542;;
Bolivia Rural;59139546;;
Bolivia Rural;59139722;;
Bolivia Rural;59139742;;
Bolivia Rural;59139762;;
Bolivia Rural;59139763;;
Bolivia Rural;59139782;;
Bolivia Rural;59139783;;
Bolivia Rural;59139792;;
Bolivia Rural;59146131;;
Bolivia Rural;59146133;;
Bolivia Rural;59146134;;
Bolivia Rural;59146135;;
Bolivia Rural;59146136;;
Bolivia Rural;59146137;;
Bolivia Rural;59146292;;
Bolivia Rural;59146298;;
Bolivia Rural;59146472;;
Bolivia Rural;59146473;;
Bolivia Rural;59146478;;
Bolivia Rural;59146479;;
Bolivia Rural;59146930;;
Bolivia Rural;59146931;;
Bolivia Rural;59146934;;
Bolivia Rural;59146935;;
Bolivia Rural;59146936;;
Bolivia Rural;59146937;;
Bolivia Rural;59146938;;
Bolivia Rural;59146939;;
Bolivia Rural;59146961;;
Bolivia Rural;59146962;;
Bolivia Rural;59146963;;
Bolivia Santa Cruz;59133;;
Bosnia Herzegovina;387;;
Bosnia Herzegovina Mobile;3876;;
Bosnia Herzegovina Mobile BH;38761;;
Bosnia Herzegovina Mobile BH;38762;;
Bosnia Herzegovina Mobile Mostar;38763;;
Bosnia Herzegovina Mobile Srpske;38765;;
Bosnia Herzegovina Mobile Srpske;38766;;
Bosnia Herzegovina Sarajevo;38733;26/07/2011;NEW CODE
Bosnia Herzegovina Special Services;3877;;
Bosnia Herzegovina Special Services;3878;;
Bosnia Herzegovina Special Services;3879;;
Bosnia Herzegovina Special Services;38790;;
Bosnia Herzegovina Special Services;38730931;;
Bosnia Herzegovina Special Services;38733971;;
Bosnia Herzegovina Special Services;38733972;;
Bosnia Herzegovina Special Services;387529117;;
Botswana;267;;
Botswana Mobile;2677;;
Botswana Mobile;26701;;
Botswana Mobile;26702;;
Botswana Mobile;26772;;
Botswana Mobile MTN;26771;;
Botswana Mobile MTN;267740;;
Botswana Mobile MTN;267741;;
Botswana Mobile MTN;267742;;
Botswana Mobile MTN;267745;;
Botswana Mobile MTN;267746;;
Botswana Mobile MTN;267747;;
Botswana Mobile MTN;267754;;
Botswana Mobile MTN;267755;;
Botswana Mobile MTN;267756;;
Botswana Mobile MTN;267759;;
Botswana Mobile MTN;267760;;
Botswana Mobile MTN;267761;;
Botswana Mobile MTN;267762;;
Brazil;55;;
Brazil;5522;;
Brazil Belo Horizonte;5531;;
Brazil Brasilia;5561;;
Brazil Metros;5512;;
Brazil Metros;5513;;
Brazil Metros;5514;;
Brazil Metros;5515;;
Brazil Metros;5516;;
Brazil Metros;5517;;
Brazil Metros;5518;;
Brazil Metros;5519;;
Brazil Metros;5527;;
Brazil Metros;5533;;
Brazil Metros;5541;;
Brazil Metros;5543;;
Brazil Metros;5544;;
Brazil Metros;5547;;
Brazil Metros;5548;;
Brazil Metros;5562;;
Brazil Metros;5571;;
Brazil Metros;5581;;
Brazil Metros;5585;;
Brazil Metros;5591;;
Brazil Metros;5592;;
Brazil Mobile;5586;;
Brazil Mobile;55110;;
Brazil Mobile;55111;;
Brazil Mobile;55116;;
Brazil Mobile;55117;;
Brazil Mobile;55118;;
Brazil Mobile;55119;;
Brazil Mobile;55126;;
Brazil Mobile;55127;;
Brazil Mobile;55128;;
Brazil Mobile;55129;;
Brazil Mobile;55136;;
Brazil Mobile;55137;;
Brazil Mobile;55138;;
Brazil Mobile;55139;;
Brazil Mobile;55146;;
Brazil Mobile;55147;;
Brazil Mobile;55148;;
Brazil Mobile;55149;;
Brazil Mobile;55156;;
Brazil Mobile;55157;;
Brazil Mobile;55158;;
Brazil Mobile;55159;;
Brazil Mobile;55166;;
Brazil Mobile;55167;;
Brazil Mobile;55168;;
Brazil Mobile;55169;;
Brazil Mobile;55176;;
Brazil Mobile;55177;;
Brazil Mobile;55178;;
Brazil Mobile;55179;;
Brazil Mobile;55186;;
Brazil Mobile;55187;;
Brazil Mobile;55188;;
Brazil Mobile;55189;;
Brazil Mobile;55196;;
Brazil Mobile;55197;;
Brazil Mobile;55198;;
Brazil Mobile;55199;;
Brazil Mobile;55216;;
Brazil Mobile;55217;;
Brazil Mobile;55218;;
Brazil Mobile;55219;;
Brazil Mobile;55226;;
Brazil Mobile;55227;;
Brazil Mobile;55228;;
Brazil Mobile;55229;;
Brazil Mobile;55236;;
Brazil Mobile;55237;;
Brazil Mobile;55238;;
Brazil Mobile;55239;;
Brazil Mobile;55246;;
Brazil Mobile;55247;;
Brazil Mobile;55248;;
Brazil Mobile;55249;;
Brazil Mobile;55256;;
Brazil Mobile;55257;;
Brazil Mobile;55258;;
Brazil Mobile;55259;;
Brazil Mobile;55266;;
Brazil Mobile;55267;;
Brazil Mobile;55268;;
Brazil Mobile;55269;;
Brazil Mobile;55276;;
Brazil Mobile;55277;;
Brazil Mobile;55278;;
Brazil Mobile;55279;;
Brazil Mobile;55286;;
Brazil Mobile;55287;;
Brazil Mobile;55288;;
Brazil Mobile;55289;;
Brazil Mobile;55296;;
Brazil Mobile;55297;;
Brazil Mobile;55298;;
Brazil Mobile;55299;;
Brazil Mobile;55316;;
Brazil Mobile;55317;;
Brazil Mobile;55318;;
Brazil Mobile;55319;;
Brazil Mobile;55326;;
Brazil Mobile;55327;;
Brazil Mobile;55328;;
Brazil Mobile;55329;;
Brazil Mobile;55336;;
Brazil Mobile;55337;;
Brazil Mobile;55338;;
Brazil Mobile;55339;;
Brazil Mobile;55346;;
Brazil Mobile;55347;;
Brazil Mobile;55348;;
Brazil Mobile;55349;;
Brazil Mobile;55356;;
Brazil Mobile;55357;;
Brazil Mobile;55358;;
Brazil Mobile;55359;;
Brazil Mobile;55366;;
Brazil Mobile;55367;;
Brazil Mobile;55368;;
Brazil Mobile;55369;;
Brazil Mobile;55376;;
Brazil Mobile;55377;;
Brazil Mobile;55378;;
Brazil Mobile;55379;;
Brazil Mobile;55386;;
Brazil Mobile;55387;;
Brazil Mobile;55388;;
Brazil Mobile;55389;;
Brazil Mobile;55396;;
Brazil Mobile;55397;;
Brazil Mobile;55398;;
Brazil Mobile;55399;;
Brazil Mobile;55416;;
Brazil Mobile;55417;;
Brazil Mobile;55418;;
Brazil Mobile;55419;;
Brazil Mobile;55426;;
Brazil Mobile;55427;;
Brazil Mobile;55428;;
Brazil Mobile;55429;;
Brazil Mobile;55436;;
Brazil Mobile;55437;;
Brazil Mobile;55438;;
Brazil Mobile;55439;;
Brazil Mobile;55446;;
Brazil Mobile;55447;;
Brazil Mobile;55448;;
Brazil Mobile;55449;;
Brazil Mobile;55456;;
Brazil Mobile;55457;;
Brazil Mobile;55458;;
Brazil Mobile;55459;;
Brazil Mobile;55466;;
Brazil Mobile;55467;;
Brazil Mobile;55468;;
Brazil Mobile;55469;;
Brazil Mobile;55476;;
Brazil Mobile;55477;;
Brazil Mobile;55478;;
Brazil Mobile;55479;;
Brazil Mobile;55486;;
Brazil Mobile;55487;;
Brazil Mobile;55488;;
Brazil Mobile;55489;;
Brazil Mobile;55496;;
Brazil Mobile;55497;;
Brazil Mobile;55498;;
Brazil Mobile;55499;;
Brazil Mobile;55516;;
Brazil Mobile;55517;;
Brazil Mobile;55518;;
Brazil Mobile;55519;;
Brazil Mobile;55526;;
Brazil Mobile;55527;;
Brazil Mobile;55528;;
Brazil Mobile;55529;;
Brazil Mobile;55536;;
Brazil Mobile;55537;;
Brazil Mobile;55538;;
Brazil Mobile;55539;;
Brazil Mobile;55546;;
Brazil Mobile;55547;;
Brazil Mobile;55548;;
Brazil Mobile;55549;;
Brazil Mobile;55556;;
Brazil Mobile;55557;;
Brazil Mobile;55558;;
Brazil Mobile;55559;;
Brazil Mobile;55566;;
Brazil Mobile;55567;;
Brazil Mobile;55568;;
Brazil Mobile;55569;;
Brazil Mobile;55576;;
Brazil Mobile;55577;;
Brazil Mobile;55578;;
Brazil Mobile;55579;;
Brazil Mobile;55586;;
Brazil Mobile;55587;;
Brazil Mobile;55588;;
Brazil Mobile;55589;;
Brazil Mobile;55596;;
Brazil Mobile;55597;;
Brazil Mobile;55598;;
Brazil Mobile;55599;;
Brazil Mobile;55616;;
Brazil Mobile;55617;;
Brazil Mobile;55618;;
Brazil Mobile;55619;;
Brazil Mobile;55626;;
Brazil Mobile;55627;;
Brazil Mobile;55628;;
Brazil Mobile;55629;;
Brazil Mobile;55636;;
Brazil Mobile;55637;;
Brazil Mobile;55638;;
Brazil Mobile;55639;;
Brazil Mobile;55646;;
Brazil Mobile;55647;;
Brazil Mobile;55648;;
Brazil Mobile;55649;;
Brazil Mobile;55656;;
Brazil Mobile;55657;;
Brazil Mobile;55658;;
Brazil Mobile;55659;;
Brazil Mobile;55664;;
Brazil Mobile;55666;;
Brazil Mobile;55667;;
Brazil Mobile;55668;;
Brazil Mobile;55669;;
Brazil Mobile;55676;;
Brazil Mobile;55677;;
Brazil Mobile;55678;;
Brazil Mobile;55679;;
Brazil Mobile;55686;;
Brazil Mobile;55687;;
Brazil Mobile;55688;;
Brazil Mobile;55689;;
Brazil Mobile;55696;;
Brazil Mobile;55697;;
Brazil Mobile;55698;;
Brazil Mobile;55699;;
Brazil Mobile;55716;;
Brazil Mobile;55717;;
Brazil Mobile;55718;;
Brazil Mobile;55719;;
Brazil Mobile;55726;;
Brazil Mobile;55727;;
Brazil Mobile;55728;;
Brazil Mobile;55729;;
Brazil Mobile;55736;;
Brazil Mobile;55737;;
Brazil Mobile;55738;;
